idx,매물ID,상세링크,error
435,41501083,https://fem.encar.com/cars/detail/41501083?advClickPosition=mweb_mhightlight_g185_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
436,41573682,https://fem.encar.com/cars/detail/41573682?advClickPosition=mweb_mhightlight_g186_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
437,40960250,https://fem.encar.com/cars/detail/40960250?advClickPosition=mweb_mhightlight_g187_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
438,41641310,https://fem.encar.com/cars/detail/41641310?advClickPosition=mweb_mhightlight_g188_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
439,41566819,https://fem.encar.com/cars/detail/41566819?advClickPosition=mweb_mhightlight_g189_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
440,41414612,https://fem.encar.com/cars/detail/41414612?advClickPosition=mweb_mhightlight_g190_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
441,41281989,https://fem.encar.com/cars/detail/41281989?advClickPosition=mweb_mhightlight_g191_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
442,41216212,https://fem.encar.com/cars/detail/41216212?advClickPosition=mweb_mhightlight_g192_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
443,40924057,https://fem.encar.com/cars/detail/40924057?advClickPosition=mweb_mhightlight_g193_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
444,41214079,https://fem.encar.com/cars/detail/41214079?advClickPosition=mweb_mhightlight_g194_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
445,41209379,https://fem.encar.com/cars/detail/41209379?advClickPosition=mweb_mhightlight_g195_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
446,41432837,https://fem.encar.com/cars/detail/41432837?advClickPosition=mweb_mhightlight_g196_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
447,41416544,https://fem.encar.com/cars/detail/41416544?advClickPosition=mweb_mhightlight_g197_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
448,41644446,https://fem.encar.com/cars/detail/41644446?advClickPosition=mweb_mhightlight_g198_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
449,41647049,https://fem.encar.com/cars/detail/41647049?advClickPosition=mweb_mhightlight_g199_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
450,41390281,https://fem.encar.com/cars/detail/41390281?advClickPosition=mweb_mhightlight_g200_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
513,41588486,https://fem.encar.com/cars/detail/41588486?advClickPosition=mweb_mhightlight_g63_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
514,41635611,https://fem.encar.com/cars/detail/41635611?advClickPosition=mweb_mhightlight_g64_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
515,41578302,https://fem.encar.com/cars/detail/41578302?advClickPosition=mweb_mhightlight_g65_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
516,41561644,https://fem.encar.com/cars/detail/41561644?advClickPosition=mweb_mhightlight_g66_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
517,41598139,https://fem.encar.com/cars/detail/41598139?advClickPosition=mweb_mhightlight_g67_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
518,41625991,https://fem.encar.com/cars/detail/41625991?advClickPosition=mweb_mhightlight_g68_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
519,41545987,https://fem.encar.com/cars/detail/41545987?advClickPosition=mweb_mhightlight_g69_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
520,41463079,https://fem.encar.com/cars/detail/41463079?advClickPosition=mweb_mhightlight_g70_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
521,41069773,https://fem.encar.com/cars/detail/41069773?advClickPosition=mweb_mhightlight_g71_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
522,41017046,https://fem.encar.com/cars/detail/41017046?advClickPosition=mweb_mhightlight_g72_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
524,41527479,https://fem.encar.com/cars/detail/41527479?advClickPosition=mweb_mhightlight_g74_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
527,40114970,https://fem.encar.com/cars/detail/40114970?advClickPosition=mweb_mhightlight_g77_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
528,40793187,https://fem.encar.com/cars/detail/40793187?advClickPosition=mweb_mhightlight_g78_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
529,40230847,https://fem.encar.com/cars/detail/40230847?advClickPosition=mweb_mhightlight_g79_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
530,41281130,https://fem.encar.com/cars/detail/41281130?advClickPosition=mweb_mhightlight_g80_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
531,41282889,https://fem.encar.com/cars/detail/41282889?advClickPosition=mweb_mhightlight_g81_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
532,41231245,https://fem.encar.com/cars/detail/41231245?advClickPosition=mweb_mhightlight_g82_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
535,41274971,https://fem.encar.com/cars/detail/41274971?advClickPosition=mweb_mhightlight_g85_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
537,41528204,https://fem.encar.com/cars/detail/41528204?advClickPosition=mweb_mhightlight_g87_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
540,41448625,https://fem.encar.com/cars/detail/41448625?advClickPosition=mweb_mhightlight_g90_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
541,41412324,https://fem.encar.com/cars/detail/41412324?advClickPosition=mweb_mhightlight_g91_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
542,40534823,https://fem.encar.com/cars/detail/40534823?advClickPosition=mweb_mhightlight_g92_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
543,41254188,https://fem.encar.com/cars/detail/41254188?advClickPosition=mweb_mhightlight_g93_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
544,41203018,https://fem.encar.com/cars/detail/41203018?advClickPosition=mweb_mhightlight_g94_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
545,40962220,https://fem.encar.com/cars/detail/40962220?advClickPosition=mweb_mhightlight_g95_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
546,40961319,https://fem.encar.com/cars/detail/40961319?advClickPosition=mweb_mhightlight_g96_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
547,41339741,https://fem.encar.com/cars/detail/41339741?advClickPosition=mweb_mhightlight_g97_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
548,37030414,https://fem.encar.com/cars/detail/37030414?advClickPosition=mweb_mhightlight_g98_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
549,41510372,https://fem.encar.com/cars/detail/41510372?advClickPosition=mweb_mhightlight_g99_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
550,41597123,https://fem.encar.com/cars/detail/41597123?advClickPosition=mweb_mhightlight_g100_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
551,41591818,https://fem.encar.com/cars/detail/41591818?advClickPosition=mweb_mhightlight_g101_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
552,41631677,https://fem.encar.com/cars/detail/41631677?advClickPosition=mweb_mhightlight_g102_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
553,41615419,https://fem.encar.com/cars/detail/41615419?advClickPosition=mweb_mhightlight_g103_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
554,41511547,https://fem.encar.com/cars/detail/41511547?advClickPosition=mweb_mhightlight_g104_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
555,41469241,https://fem.encar.com/cars/detail/41469241?advClickPosition=mweb_mhightlight_g105_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
556,41545964,https://fem.encar.com/cars/detail/41545964?advClickPosition=mweb_mhightlight_g106_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
557,41560936,https://fem.encar.com/cars/detail/41560936?advClickPosition=mweb_mhightlight_g107_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
558,41611773,https://fem.encar.com/cars/detail/41611773?advClickPosition=mweb_mhightlight_g108_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
559,41529296,https://fem.encar.com/cars/detail/41529296?advClickPosition=mweb_mhightlight_g109_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
560,41458371,https://fem.encar.com/cars/detail/41458371?advClickPosition=mweb_mhightlight_g110_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
561,41469669,https://fem.encar.com/cars/detail/41469669?advClickPosition=mweb_mhightlight_g111_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
562,38876305,https://fem.encar.com/cars/detail/38876305?advClickPosition=mweb_mhightlight_g112_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
563,41555763,https://fem.encar.com/cars/detail/41555763?advClickPosition=mweb_mhightlight_g113_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
564,41598868,https://fem.encar.com/cars/detail/41598868?advClickPosition=mweb_mhightlight_g114_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
565,41654353,https://fem.encar.com/cars/detail/41654353?advClickPosition=mweb_mhightlight_g115_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
566,41613243,https://fem.encar.com/cars/detail/41613243?advClickPosition=mweb_mhightlight_g116_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
567,41435009,https://fem.encar.com/cars/detail/41435009?advClickPosition=mweb_mhightlight_g117_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
568,37369636,https://fem.encar.com/cars/detail/37369636?advClickPosition=mweb_mhightlight_g118_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
569,41208531,https://fem.encar.com/cars/detail/41208531?advClickPosition=mweb_mhightlight_g119_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
570,39982469,https://fem.encar.com/cars/detail/39982469?advClickPosition=mweb_mhightlight_g120_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
571,41643422,https://fem.encar.com/cars/detail/41643422?advClickPosition=mweb_mhightlight_g121_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
572,41633558,https://fem.encar.com/cars/detail/41633558?advClickPosition=mweb_mhightlight_g122_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
573,41630923,https://fem.encar.com/cars/detail/41630923?advClickPosition=mweb_mhightlight_g123_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
574,41558158,https://fem.encar.com/cars/detail/41558158?advClickPosition=mweb_mhightlight_g124_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
575,41413013,https://fem.encar.com/cars/detail/41413013?advClickPosition=mweb_mhightlight_g125_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
576,41281005,https://fem.encar.com/cars/detail/41281005?advClickPosition=mweb_mhightlight_g126_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
577,41501867,https://fem.encar.com/cars/detail/41501867?advClickPosition=mweb_mhightlight_g127_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
578,41414603,https://fem.encar.com/cars/detail/41414603?advClickPosition=mweb_mhightlight_g128_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
579,40876116,https://fem.encar.com/cars/detail/40876116?advClickPosition=mweb_mhightlight_g129_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
580,41277253,https://fem.encar.com/cars/detail/41277253?advClickPosition=mweb_mhightlight_g130_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
581,41089395,https://fem.encar.com/cars/detail/41089395?advClickPosition=mweb_mhightlight_g131_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
582,41574787,https://fem.encar.com/cars/detail/41574787?advClickPosition=mweb_mhightlight_g132_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
583,41559867,https://fem.encar.com/cars/detail/41559867?advClickPosition=mweb_mhightlight_g133_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
584,41282811,https://fem.encar.com/cars/detail/41282811?advClickPosition=mweb_mhightlight_g134_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
585,41574294,https://fem.encar.com/cars/detail/41574294?advClickPosition=mweb_mhightlight_g135_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
586,41503185,https://fem.encar.com/cars/detail/41503185?advClickPosition=mweb_mhightlight_g136_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
587,39551202,https://fem.encar.com/cars/detail/39551202?advClickPosition=mweb_mhightlight_g137_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
588,41210845,https://fem.encar.com/cars/detail/41210845?advClickPosition=mweb_mhightlight_g138_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
589,41635603,https://fem.encar.com/cars/detail/41635603?advClickPosition=mweb_mhightlight_g139_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
590,41633767,https://fem.encar.com/cars/detail/41633767?advClickPosition=mweb_mhightlight_g140_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
591,41631773,https://fem.encar.com/cars/detail/41631773?advClickPosition=mweb_mhightlight_g141_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
592,41423932,https://fem.encar.com/cars/detail/41423932?advClickPosition=mweb_mhightlight_g142_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
593,41644850,https://fem.encar.com/cars/detail/41644850?advClickPosition=mweb_mhightlight_g143_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
594,41591820,https://fem.encar.com/cars/detail/41591820?advClickPosition=mweb_mhightlight_g144_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
595,41635225,https://fem.encar.com/cars/detail/41635225?advClickPosition=mweb_mhightlight_g145_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
596,41481036,https://fem.encar.com/cars/detail/41481036?advClickPosition=mweb_mhightlight_g146_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
597,41582697,https://fem.encar.com/cars/detail/41582697?advClickPosition=mweb_mhightlight_g147_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
598,41585802,https://fem.encar.com/cars/detail/41585802?advClickPosition=mweb_mhightlight_g148_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
599,41583043,https://fem.encar.com/cars/detail/41583043?advClickPosition=mweb_mhightlight_g149_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
600,41576567,https://fem.encar.com/cars/detail/41576567?advClickPosition=mweb_mhightlight_g150_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
601,41561560,https://fem.encar.com/cars/detail/41561560?advClickPosition=mweb_mhightlight_g151_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
602,41559137,https://fem.encar.com/cars/detail/41559137?advClickPosition=mweb_mhightlight_g152_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
603,41621099,https://fem.encar.com/cars/detail/41621099?advClickPosition=mweb_mhightlight_g153_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
604,41577417,https://fem.encar.com/cars/detail/41577417?advClickPosition=mweb_mhightlight_g154_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
605,41592758,https://fem.encar.com/cars/detail/41592758?advClickPosition=mweb_mhightlight_g155_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
606,41620235,https://fem.encar.com/cars/detail/41620235?advClickPosition=mweb_mhightlight_g156_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
607,41386351,https://fem.encar.com/cars/detail/41386351?advClickPosition=mweb_mhightlight_g157_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
608,41466995,https://fem.encar.com/cars/detail/41466995?advClickPosition=mweb_mhightlight_g158_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
609,41060746,https://fem.encar.com/cars/detail/41060746?advClickPosition=mweb_mhightlight_g159_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
610,41008949,https://fem.encar.com/cars/detail/41008949?advClickPosition=mweb_mhightlight_g160_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
611,41212317,https://fem.encar.com/cars/detail/41212317?advClickPosition=mweb_mhightlight_g161_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
612,41207001,https://fem.encar.com/cars/detail/41207001?advClickPosition=mweb_mhightlight_g162_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
613,41450919,https://fem.encar.com/cars/detail/41450919?advClickPosition=mweb_mhightlight_g163_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
614,41544677,https://fem.encar.com/cars/detail/41544677?advClickPosition=mweb_mhightlight_g164_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
615,41524694,https://fem.encar.com/cars/detail/41524694?advClickPosition=mweb_mhightlight_g165_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
616,41347463,https://fem.encar.com/cars/detail/41347463?advClickPosition=mweb_mhightlight_g166_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
617,41477748,https://fem.encar.com/cars/detail/41477748?advClickPosition=mweb_mhightlight_g167_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
618,40918278,https://fem.encar.com/cars/detail/40918278?advClickPosition=mweb_mhightlight_g168_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
619,40917813,https://fem.encar.com/cars/detail/40917813?advClickPosition=mweb_mhightlight_g169_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
620,40777118,https://fem.encar.com/cars/detail/40777118?advClickPosition=mweb_mhightlight_g170_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
621,39491838,https://fem.encar.com/cars/detail/39491838?advClickPosition=mweb_mhightlight_g171_t9990&listAdvType=mhighlight&type=detail&view_type=normal,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
622,40111199,https://fem.encar.com/cars/detail/40111199?advClickPosition=mweb_mhightlight_g172_t9990&listAdvType=mhighlight&type=detail&view_type=checked,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
623,41537088,https://fem.encar.com/cars/detail/41537088?advClickPosition=mweb_mhightlight_g173_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
624,41518322,https://fem.encar.com/cars/detail/41518322?advClickPosition=mweb_mhightlight_g174_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
625,41464632,https://fem.encar.com/cars/detail/41464632?advClickPosition=mweb_mhightlight_g175_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
626,40489969,https://fem.encar.com/cars/detail/40489969?advClickPosition=mweb_mhightlight_g176_t9990&listAdvType=mhighlight&type=detail&view_type=hs_ad,"HTTPConnectionPool(host='localhost', port=1233): Read timed out. (read timeout=120)"
